Día,Zn,Fe,Cu,Pb,Ins.,Flujo de aire al Tostador,Humedad conc,Conc. humedo alimentado (ton/hr),Agua alim. al Tostador (Lts/hr),Oxigeno consumido (m3),Concentrado Tostado,Temp. Garganta,Prom. Cama Tostador,Presion caja de viento,Produccion de calcina,%S/S
15/06/2023,52.2,7.17,1.47,0.72,3.28,48361.09,9.12,30.18,0,22747.43,619,892.21,910.71,1935.89,558.99,0.35
16/06/2023,51.75,7.08,1.48,0.73,3.22,48175.86,9.24,30.21,583.33,24033.92,618,916.42,910.08,1919.01,558.11,0.23
17/06/2023,53.38,6.68,1.58,0.71,3.12,48101.84,8.7,30.29,292.28,24027.78,622,913.8,909.16,1883.82,561.63,0.26
18/06/2023,53.42,6.97,1.39,0.76,2.92,48049.06,7.3,30.34,125,21349.49,634,913.62,906,1900.21,572.97,0.32
19/06/2023,50.69,6.9,1.37,0.59,3.22,48053.72,8.13,30.36,41.67,24803.01,640,918.66,903.86,1903.49,577.46,0.2
20/06/2023,50.65,6.85,1.25,0.65,3.06,48039.48,8.54,30.36,0,23788.39,637,929.43,904.19,1880.88,574.79,0.43
21/06/2023,51.33,7.07,1.26,0.65,3.36,47998.14,7.88,30.32,0,24711.35,641,956.36,906.15,1895.65,578.31,0.37
22/06/2023,55.25,7.62,1.34,0.67,3.94,48053.74,7.99,30.34,0,22366.83,635,953.76,906.73,1920.5,578.03,0.4
23/06/2023,52.84,7.56,1.42,1.67,3.5,48042.01,7.19,30.33,0,22518.8,646,936.83,909.31,1949.56,582.71,0.35
24/06/2023,51.7,7.79,1.54,0.67,3.72,48038.89,7.06,30.34,0,22237.84,647,931.07,907.08,1956.35,583.6,0.32
25/06/2023,49.86,7.17,1.58,0.67,3.6,48051.38,7.21,30.33,0,20954.98,646,926.15,908.42,1965.51,582.78,0.29
26/06/2023,51.43,7.41,1.5,0.72,3.82,47869.97,7.8,29.92,0,25544.03,632,922.8,902.57,1975.96,570.46,0.29
27/06/2023,50.07,7.38,1.49,0.71,3.84,47450.69,7.47,29.47,125,20823.64,624,921.19,905.95,1957.02,564.42,0.37
28/06/2023,50.54,7.92,1.45,0.72,3.96,48051.78,6.93,30.21,0,20957.13,648,928.65,903.11,1971.93,585.54,0.37
29/06/2023,51.52,7.74,1.44,0.75,3.7,47028.9,8.9,29.45,42.02,18295.57,612,910.54,900.35,1918.72,553.68,0.4
30/06/2023,50.47,7.61,1.4,0.78,3.98,48054.29,8.86,30.17,0,21676.77,644,920.72,894.07,1924.87,580.98,0.35
01/07/2023,50.38,7.51,1.32,0.89,6.9,48046.67,7.11,30.15,0,22378.18,645,914.02,892.31,1929.56,583.04,
02/07/2023,49.33,7.49,1.36,0.78,6.7,48048.89,8.13,30.09,0,22098.21,637,915.83,903.21,2003.01,575.66,0.4
03/07/2023,51.64,7.42,1.55,0.85,2.4,48051.4,8.32,30.09,41.67,22165.92,635,914.62,905.52,2021.71,574.06,0.43
04/07/2023,52.16,7.14,1.64,0.79,3.72,47999.44,7.03,29.7,291.67,23908.88,636,916.79,906.13,2044.57,574.94,0.58
05/07/2023,51.26,7.64,1.7,0.85,3.88,47998.91,7.35,29.23,0,23716.94,624,903.58,903.94,2055.3,563.25,0.43
06/07/2023,49.42,7.26,1.57,0.89,4.26,48072.3,7.58,29.17,166.67,22533.67,621,905.02,903.98,2081.44,560.59,0.58
07/07/2023,49.44,7.18,1.5,0.9,4.04,48101.83,7.88,29.17,0,21504.69,619,931.27,900.82,2131.7,558.83,0.48
08/07/2023,49.81,7.28,1.38,1.09,2.92,48135.4,6.98,29.16,0,21978.12,625,928.95,897.43,2157.53,564.71,0.58
09/07/2023,48.6,7.37,1.28,1.12,3.54,48132.16,7.49,29.17,0,22556.58,621,928.75,895.45,2130.82,561.57,0.32
10/07/2023,0,0,0,0,0,48125.89,8.03,23.9,0,13218.9,214,866.99,891.45,2129.01,204.87,0.19
11/07/2023,0,0,0,0,0,,,,0,0,0,,,,0,0.16
12/07/2023,0,0,0,0,0,,8.5,27.05,0,-4340.29,114,,832.27,1516.64,100.32,0.35
13/07/2023,49.82,7.28,1.28,1.05,3.88,47735.02,6.84,29.26,167.13,13954.57,641,871.64,906.06,2025.48,564.08,0.74
14/07/2023,48.37,7.46,1.38,0.89,3.7,48138.43,6.96,29.57,0,24484.16,632,917.91,905.34,1988.37,572.77,0.45
15/07/2023,48.81,7.45,1.23,0.8,3.64,48085.82,7.93,29.54,41.67,24392.33,625,931.25,907.32,1970.98,566.27,0.51
16/07/2023,50.62,7.4,1.23,0.8,3.08,48162.74,7.58,29.55,0,24674.2,628,936.17,902.55,1939.1,569.11,0.84
17/07/2023,50.88,7.37,1.23,0.77,2.76,48138.7,7.87,29.57,0,25497.45,625,944.07,898.91,1950.87,567.33,0.42
18/07/2023,52.36,7.34,1.2,0.83,3.16,48127.08,8.38,29.45,0,23086.81,624,937.95,900.19,1955.35,566.04,0.32
19/07/2023,52.81,7.63,1.23,0.86,3.6,48045.73,7.7,29.34,0,25449.26,628,939.22,909.01,1975.41,568.46,0.86
20/07/2023,52.27,7.66,1.35,0.9,3.14,48037.5,7.53,29.31,0,23727.11,627,919.52,908.61,2010.58,568.28,0.58
21/07/2023,51.28,8.2,1.49,1.19,3.26,48047.03,7.62,29.37,0,24911.55,628,934.8,899.56,2010.51,568.78,0.45
22/07/2023,49.67,7.75,1.42,1.1,3.46,48082.03,7.69,29.37,0,23420.72,627,930.81,901.25,1990.65,568.58,0.58
23/07/2023,48.84,7.96,1.44,1.12,3.44,48104.8,7.75,29.37,0,24418.41,627,931.23,901.46,2016.5,568.79,0.51
24/07/2023,50.52,8.04,1.59,1.17,3.54,48092.95,7.55,29.37,0,24429,628,926.77,901.79,2039.95,570.21,0.54
25/07/2023,48.62,7.96,1.46,1.19,3.32,48079.86,8.24,29.07,0,23461.3,625,923.99,895.08,2033.96,567.41,0.44
26/07/2023,49.41,7.92,1.45,1.18,3.58,48083.66,7.93,28.97,0,25163.28,625,913.78,892.51,2023.19,567.52,0.42
27/07/2023,49.35,7.86,1.5,0.19,3.58,46105.19,8.3,28.75,43.04,18423.96,601,909.29,893.36,1946.55,543.39,0.55
28/07/2023,48.05,7.9,1.54,1.23,2.8,48085.55,8.31,28.98,0,24218.92,626,907.55,892.39,2040.51,565.23,0.36
29/07/2023,49.03,8.57,1.53,1.44,2.82,48089.78,8.02,28.97,0,24103.75,627,904.54,892.75,2050.81,567.05,0.32
30/07/2023,48.85,8.35,1.62,1.38,3.38,48113.22,8.3,28.97,0,24642.79,627,905.62,892.47,2072.44,565.17,0.33
31/07/2023,47.63,8.39,1.67,1.37,3.82,48100.92,8.73,28.95,0,24633.42,637,909.71,898.33,2138.01,575.07,0.43
01/08/2023,49.14,8.99,1.67,1.59,3.74,48107.57,8.2,28.96,0,24550.54,626,906.82,897.42,2181.94,565.6,0.59
02/08/2023,48.17,8.8,1.67,1.58,3.46,48175.4,8.56,28.96,0,23932.15,624,905.99,900.58,2257.91,563.7,0.48
03/08/2023,48.38,8.46,1.77,1.64,3.3,48156.18,8.65,28.68,0,25040.67,616,887.54,901.94,2293.2,557.08,0.42
04/08/2023,49.2,8.84,1.77,1.56,3.42,48158.94,8.2,28.47,41.67,24165.65,619,893.12,904.74,2342.81,559.06,0.48
05/08/2023,49.17,8.84,1.69,1.51,3.42,48364.69,8.28,28.5,0,24189.55,620,887.6,904.91,2377.43,559.79,0.38
06/08/2023,50.01,8.66,1.55,1.44,3.18,48372.69,8.56,28.52,41.67,25690.54,617,878.26,904.58,2457.86,558.45,0.42
07/08/2023,49.92,8.66,1.64,1.45,3.66,49139.23,8.91,28.55,0,23007.38,615,889.88,902.28,2489.02,557.09,0.32
08/08/2023,50.76,8.48,1.73,1.34,3.08,49166.74,8.53,28.55,0,26043.77,618,876.3,898.24,2483.87,559.23,0.45
09/08/2023,50.94,8.25,1.67,1.43,2.84,49296.68,8.38,28.52,0,25063.24,618,869.83,903.56,2526.83,559.43,0.38
10/08/2023,50.89,8.11,1.66,1.47,3.26,48950.39,7.47,28.5,0,24915.74,623,888.85,900.8,2543.64,564.23,0.32
11/08/2023,52.04,8.44,1.58,1.34,2.56,48797.56,7.08,28.47,41.67,26769.67,626,895.11,902.88,2593.31,566.32,0.35
12/08/2023,51.55,8.77,1.61,1,2.86,49275.94,7.33,28.49,125,26186.8,624,887.37,898.41,2638.29,565,0.38
13/08/2023,50.71,8.89,1.61,0.96,2.92,49542.6,6.72,28.5,208.33,26441.85,623,892.16,895.48,2646.07,569.22,0.42
14/08/2023,49.76,9.83,1.43,1,2.7,49358.6,6.66,28.48,291.67,24536.69,629,924.8,899.64,2579.09,569.1,0.43
15/08/2023,45.85,14.68,1.5,0.8,3.48,49458.72,7.03,28.52,250,23424.38,627,964.28,894.28,2531.23,567.2,0.66
16/08/2023,45.37,14.3,1.57,0.93,3.12,49620.68,7.24,28.33,208.33,24418.44,622,943.91,886.76,2351.67,562.46,0.42
17/08/2023,50.41,10.41,1.61,1.51,3.02,50025.09,7.01,28.54,0,24552.35,620,913.43,885.62,2371.2,561,0.38
18/08/2023,50.57,7.99,1.6,1.53,3.18,50455.39,7.15,28.91,0,25289.97,628,899.03,888.75,2444.28,567.74,0.48
19/08/2023,51.53,8.3,1.61,1.11,3.68,50402.68,7.35,28.87,41.67,25056.5,625,894.38,893.63,2445.02,565.1,0.48
20/08/2023,51.3,8.93,1.46,1.12,3.38,50470.34,7.23,28.82,166.67,25287.06,625,892.3,904.47,2505.78,565.12,0.48
21/08/2023,51.35,9.08,1.57,1.14,3.5,50485.87,7.39,28.88,375,24787.04,626,910.61,901.61,2543.24,565.05,0.34
22/08/2023,47.92,10.14,1.6,1.18,2.1,48979.6,7.17,28.1,291.67,20798.64,609,911.44,902.76,2532.2,551.09,0.34
23/08/2023,49.22,10.4,1.64,1.14,3.68,50723.45,7.15,28.83,583.33,23751.58,626,903.74,898.9,2630.48,565.55,0.42
24/08/2023,47.46,9.69,1.65,1.05,4.3,50554.78,7.2,28.84,875,25074,625,903.45,899.65,2622.92,565.67,0.42
25/08/2023,48.41,9.63,1.86,1,3.68,50902.86,7.11,28.89,625,24287.25,628,912.13,904.79,2699.84,567.04,0.48
26/08/2023,0,0,0,0,0,50426.55,7.16,28.57,338.98,23363.98,610,912.6,895.4,2706.67,551.78,0.42
27/08/2023,49.99,9.58,1.63,1.16,3.26,50918.85,6.86,28.85,458.33,23759.76,627,920.55,896.96,2666.43,567.74,0.45
28/08/2023,49.45,9.34,1.59,1.18,3.62,50298.9,7.5,27.94,0,9937.68,288,866.42,871.78,1972.05,268.42,0.38
29/08/2023,49.72,8.83,1.42,1.24,3.36,49736.08,7.43,28.61,375,20099.55,619,924.73,899.03,2207.08,559.7,0.64
30/08/2023,51.73,8.25,1.66,1.11,3.58,50513.32,6.71,28.79,0,23652.04,629,917.93,889.15,2141.39,568.09,0.51
31/08/2023,49.15,8.57,1.6,1.25,3.9,50797.43,6.68,28.73,500,24244.88,627,909.79,889.88,2191.28,566.79,0.64
01/09/2023,49.62,8.46,1.61,1.17,2.98,48542.74,6.9,27.67,458.33,20948.69,603,892.83,889.22,2198.61,544.67,0.32
02/09/2023,40.61,8.32,1.5,1.18,4.22,45124.61,7.34,26.97,791.67,12485.41,583,871.33,903.97,2036.66,528.07,0.38
03/09/2023,51.13,7.52,1.76,0.85,3.92,45923.4,6.81,26.99,292.68,12107.92,585,870.95,905.98,2144.75,529.83,0.96
04/09/2023,50.41,9.27,1.43,1.16,3.64,47035.24,7.16,27.53,41.67,15117.77,597,876.57,897.65,2302.49,540.76,0.58
05/09/2023,47.95,9.48,1.39,1.2,3.7,49690.73,6.42,28.68,0,21104.52,627,890.3,881.64,2338.68,567.66,0.96
06/09/2023,49.56,8.85,1.46,1.08,3.56,49874.44,7.33,28.91,0,24000.14,626,887.59,868.45,2267.18,566.78,0.35
07/09/2023,50.2,9.12,1.37,1.13,3.4,42398.93,9.95,29.72,0,5696.9,145,833.93,,1705.96,127.6,0.29
08/09/2023,0,0,0,0,0,,,,0,0,0,,,,0,0.32
09/09/2023,0,0,0,0,0,,,,0,0,0,,,,0,0.26
10/09/2023,0,0,0,0,0,,,,0,0,0,,,,0,0.22
11/09/2023,0,0,0,0,0,,,,0,0,0,,,,0,0.26
12/09/2023,0,0,0,0,0,,,,0,0,0,,,,0,0.32
13/09/2023,0,0,0,0,0,,6.27,25.35,0,0,156,779.95,917.51,1808.7,137.28,0.48
14/09/2023,50.1,9.8,1.44,1.24,3.58,47962.17,6.79,28.32,335.2,20613.67,629,838.72,899.38,1798.18,553.52,0.48
15/09/2023,50.15,9.87,1.36,1.02,3.64,49960.28,6.49,29.2,208.33,23633.18,638,844.46,883.95,1846.78,577.34,0.38
16/09/2023,0,0,0,0,0,49998.01,6.62,29.36,0,24147.33,641,857.32,891.88,1922.28,579.98,0.32
17/09/2023,0,0,0,0,0,49997.05,6.73,29.36,0,24990.64,640,870.09,894.06,1927.15,578.47,0.51
18/09/2023,50.17,10.22,1.27,0.86,4.5,47858.91,6.79,29.2,0,14934.64,394,830,874.41,1745.13,362.79,0.32
19/09/2023,0,0,0,0,0,,,,0,0,0,,,,0,0.26
20/09/2023,0,0,0,0,0,39388.13,6.7,27.2,0,18.41,166,871.71,920.88,1915.63,146.08,0.61
21/09/2023,49.13,10.82,1.27,0.87,3.6,49770.99,6.87,29.16,0,26570.63,650,907.07,896.53,1935.39,572,0.61
22/09/2023,51.33,10.08,1.24,0.81,3.74,49994.53,8.22,29.37,0,24479.63,629,898.6,893.09,1947.45,569.59,0.38
23/09/2023,52.34,9.54,1.27,0.96,3.82,50019.47,7.89,29.36,0,23626.81,626,922.6,894.39,1961.62,566.95,0.73
24/09/2023,52.11,9.01,1.28,0.97,4.3,50046.29,7.31,29.34,0,23559.93,630,932.88,900.23,1956.68,569.21,0.26
25/09/2023,52.66,8.57,1.27,0.98,3.4,49248.53,7.28,29.32,0,22044.81,619,941.13,903.17,1925.91,559.63,0.24
26/09/2023,51.33,8.55,1.23,0.96,3.26,50039.62,7.48,29.53,41.67,23626.64,633,954.42,906.24,1959.35,571.95,0.48
27/09/2023,54.92,8.48,1.23,0.91,3.86,50038.16,6.95,29.57,0,22893.12,638,960.62,902.17,1945.83,576.35,0.45
28/09/2023,53.12,8.66,1.39,1.03,4.1,50073.19,7.6,29.57,0,24024.58,641,963.28,900.61,1938.87,570.78,0.42
29/09/2023,51.64,9.01,1.16,1.07,3.44,50081.81,7.2,29.57,41.67,23505.28,636,960.48,906.06,1936.66,574.59,0.37
30/09/2023,51.93,8.55,1.27,0.88,3.46,50054.61,7.09,29.57,0,24019.31,627,961.35,899.47,1930.31,566.67,0.38
01/10/2023,49.1,9.08,1.28,0.81,4.02,49978.72,7.26,29.49,0,22067.18,633,959.65,899.01,1911.72,572.47,0.32
02/10/2023,50,8.98,1.22,0.82,3.44,50021.68,7.82,29.53,0,22550.04,630,960.45,900.17,1892.05,569.83,0.38
03/10/2023,45.81,10.04,0.97,1.42,3.08,50036.28,8,29.47,0,23201.01,628,956.6,898.61,1880.55,568.07,0.42
04/10/2023,50.04,8.39,1.17,0.96,3.4,50039.51,7.53,29.49,0,23739.06,632,957.53,899.22,1888.59,571.59,0.38
05/10/2023,51.29,8.84,1.14,0.79,3.32,50050.42,7.73,29.56,41.67,22988.81,631,961.07,901.14,1897,571.21,0.42
06/10/2023,51.96,8.8,1.13,0.8,3.2,50034.73,7.53,29.57,0,24250.63,633,952.93,893.19,1912.05,572.52,0.42
07/10/2023,49.53,8.75,1.15,0.77,3.8,50004.14,7.37,29.57,0,23165.87,634,953.92,899.31,1904.16,573.4,0.51
08/10/2023,48.78,8.39,1.18,0.47,3.76,50040.4,7.32,29.57,0,23259.74,635,950.35,901.25,1890.4,574.28,0.42
09/10/2023,51.6,9.1,1.16,1.04,3.8,50047.51,7.49,29.52,0,23670.05,632,951.24,903.35,1876.8,571.64,0.46
10/10/2023,50.78,9.28,1.14,1.46,3.4,50070.76,7.45,29.5,0,23928.87,632,959.6,899.43,1875.25,571.64,0.32
11/10/2023,51.64,9.13,1.21,1.3,3.56,49756.89,8.33,29.42,0,22618.99,624,962.34,900.47,1864.71,564.64,0.61
12/10/2023,49.61,9.05,1.44,1.31,3.27,47894.55,7.59,28.56,83.33,13542.28,610,965.73,904.17,1828.38,552.32,0.48
13/10/2023,49.86,9.31,1.16,1.34,4.12,48187.18,7.98,28.63,250,26760.72,605,947.1,899.54,1833.41,547.92,0.32
14/10/2023,52.03,9.79,1.1,1.41,3.58,50046.87,6.96,29.54,41.67,13251.21,642,960.97,900.27,1897.13,570.96,0.52
15/10/2023,50.71,9.37,1.32,1.17,3.78,50045.34,7.96,29.54,0,31831.7,635,955.05,898.82,1912.34,564.8,0.96
16/10/2023,51.25,9.02,1.28,1.12,3.98,50045.17,7.48,29.33,0,26342.82,624,942.95,895.19,1924.02,564.64,0.64
17/10/2023,50.77,9.03,1.3,1.12,3.48,50067.92,7.65,29.13,0,21576.11,619,935,899.87,1930.87,560.24,0.51
18/10/2023,52.06,8.29,1.41,1.01,3.88,50124.51,7.38,29.05,250,25009.86,618,937.35,903.96,1938.77,559.68,0.48
19/10/2023,53.11,8.73,1.37,1.07,3.8,48812.24,7.55,28.65,41.67,22500.31,617,931.76,904.55,1945.25,549.76,0.42
20/10/2023,52.88,8.86,1.32,1.17,3.96,48716.64,6.87,28.56,208.33,19608.45,611,921.39,900.55,1957.36,553.52,0.45
21/10/2023,51.69,8.59,1.37,1.13,3.48,50131.81,7.06,29.09,0,23667.96,622,920.47,902.56,2011.8,563.2,0.42
22/10/2023,51.96,8.59,1.45,1.15,3.82,48573.75,7.87,28.51,250,20811.01,603,911.85,907.06,1984.52,546.48,0.26
23/10/2023,50.82,9.08,1.4,1.07,3.5,48682.9,7.81,28.6,250,20388.27,615,907.32,904.95,2005.72,547.2,0.38
24/10/2023,53.49,8.82,1.28,1.16,3.26,47873.2,7.7,28.52,127.03,20513.54,594,896.57,912.99,2004.97,538.61,0.29
25/10/2023,51.84,8.66,1.22,1.17,3.92,49875.87,7.6,28.92,0,22867.75,614,903.21,907.76,2093.44,556.21,0.29
26/10/2023,53.4,8.98,1.34,1.12,4.28,50095.22,8.18,29.05,0,24493.11,626,903.83,906.25,2099.01,557.78,0.32
27/10/2023,51.75,8.86,1.27,1.06,3.76,50259.18,7.68,28.96,0,23725.72,618,906.95,905.75,2080.61,559.73,0.35
28/10/2023,51.49,8.58,1.2,1,2.82,50297.49,7.3,28.92,41.67,26203.39,621,910.13,910.58,2088.17,561.37,0.48
29/10/2023,50.51,8.8,1.27,0.93,3.84,50332.13,8.39,28.89,41.67,30190.2,612,900.06,912.64,2107.64,554.45,0.32
30/10/2023,53.57,8.2,1.11,0.85,3.58,50271.29,8.36,28.9,41.67,22210.12,612,893.93,913.43,2079.58,554.45,0.48
31/10/2023,53.85,8.31,1.13,1.04,3.14,47055.11,8.29,28.92,137.93,20954.72,588,879.03,888.22,1964.16,533.33,0.64
01/11/2023,0,0,0,0,0,49307.74,8,27.76,0,6115.48,254,845.94,888.27,2083.45,229.37,0.48
02/11/2023,50.25,8.32,1.12,0.95,3.2,50299.47,8.44,28.8,0,23803.45,612,890.05,912.85,2045.22,552.07,0.46
03/11/2023,50.14,8.32,1.17,0.93,3.38,50369.91,8.41,28.8,125,22754.63,612,896.44,913.13,2047.41,552.07,0.32
04/11/2023,51.17,8.27,1.08,0.91,3.76,50420.5,7.96,28.82,125,22921.33,623,898.38,913.89,2026.68,561.75,0.48
05/11/2023,51.95,8.28,1.11,0.95,3.36,50392.37,7.81,28.82,250,22930.42,625,896.3,913.31,2037.47,562.51,0.64
06/11/2023,50.79,8.6,1.15,1.1,4.16,50443.9,7.98,28.81,416.67,21739.41,622,892.84,915.72,2069.31,560.87,0.51
07/11/2023,50.7,8.38,1.17,0.97,3.16,50449.47,7.53,28.75,333.56,25444.84,624,893.28,914.93,2081.25,562.63,0.32
08/11/2023,53.94,8.6,1.19,1.03,3.18,50470.73,7.89,28.79,500,24315.68,622,893.93,915.67,2106.38,560.87,0.35
09/11/2023,52.86,8.36,1.17,0.98,3.92,50133.49,8.03,28.65,375,22936.87,618,896.96,914.88,2084.73,557.35,0.32
10/11/2023,51.21,8.66,1.12,1,3,50371.81,8.39,28.79,250,24169.25,619,891.85,913,2164.6,558.23,0.48
11/11/2023,52.77,8.55,1.2,1.03,3.78,50006.6,8.2,28.61,458.33,21905.77,624,886.36,912.14,2145.37,555.12,0.35
12/11/2023,51.02,8.37,1.19,0.99,3.98,50403.64,8.28,28.79,333.33,23442.67,627,877.49,914.83,2195.9,557.76,0.48
13/11/2023,54.82,9.07,1.28,0.91,3.96,50387.48,8.93,28.81,541.67,25033.17,616,876.44,914.9,2179.44,555.59,0.48
14/11/2023,50.58,8.46,1.36,0.92,3.22,50504.86,8.78,28.77,791.67,23820.7,616,874.42,915.31,2211.89,555.59,0.26
15/11/2023,50.94,9.66,1.33,0.97,3.56,50047.12,8.51,28.7,541.67,20539.14,616,882.6,916.79,2208.62,555.59,0.42
16/11/2023,52.71,9.7,1.34,1,4.12,50187.62,8.53,28.71,583.33,24731.45,621,886.28,915.68,2231.86,559.99,0.32
17/11/2023,49.34,9.64,1.23,0.95,3.52,46278.82,8.14,28.7,393.7,12187.03,324,868.07,871.15,1861.99,298.63,0.32
18/11/2023,48.71,9.51,1.22,1.13,3.6,,8,27.24,0,1709.57,108,787.42,843.17,1492.79,108.55,0.48
19/11/2023,0,0,0,0,0,49534.09,7.76,28.64,334.73,21022.12,622,855.52,913.24,2115.44,560.87,0.42
20/11/2023,53.29,8.24,0.94,0.87,2.98,50249.18,7.94,28.83,208.33,16169.17,628,887.81,914.61,2129.99,566.15,0.49
21/11/2023,52.62,11.48,1.34,1.22,3.46,50241.01,8.31,28.86,250,31785.75,625,897.87,912.07,2129.83,564.25,0.48
22/11/2023,49.38,11.49,1.27,1.01,4.24,49937.28,8.37,28.75,41.67,21584.15,631,902.48,909.33,1939.27,561.28,
23/11/2023,52.99,10.74,1.22,0.99,4.06,50190.04,8.34,28.76,125,23417.01,631,893.8,914.89,2160.45,561.98,0.72
24/11/2023,46.26,9.94,1.3,1.23,5.18,50421.37,8.39,28.63,791.67,26059.85,628,880.42,913.88,2194.51,558.64,
25/11/2023,49.91,10.32,1.39,1.42,3.8,50090.48,8.77,28.58,875,25094.62,624,893.32,913.61,2181.21,555.12,0.32
26/11/2023,48.28,10.5,1.34,1.36,3.36,50350.34,8.37,28.67,375,20643.75,629,884.53,913.61,2229.56,559.52,0.42
27/11/2023,47.66,10.48,1.39,1.45,3.34,50340.15,8.53,28.67,291.67,23553.08,628,886.84,912.86,2254.98,559.07,0.42
28/11/2023,53.11,10.64,1.44,1.41,4.14,50568.87,8.69,28.77,125,25038.97,624,886.5,911.3,2301.25,555.12,0.38
29/11/2023,48.27,10.63,1.35,1.47,3.84,50694.27,7.93,28.82,83.33,22394.83,630,893.12,912.31,2294.78,560.82,0.45
30/11/2023,49.83,10.62,1.23,1.49,2.96,50483.44,8.48,28.8,458.33,27184.63,626,890.73,912.97,2350.21,556.88,0.45
01/12/2023,49.22,10.53,1.28,1.51,0,50951.02,8.17,28.84,416.67,24047.4,629,900.69,912.02,2403.35,559.52,0.48
02/12/2023,48.22,11.05,1.3,1.63,4.3,51352.76,8.22,28.85,83.33,21119.92,629,902.56,913.19,2486.39,559.52,0.38
03/12/2023,49.92,10.88,1.25,1.57,4.58,51287,8.16,28.87,583.33,25423.66,630,904.24,910.18,2457.03,560.4,0.29
04/12/2023,50.43,10.9,1.31,1.61,4.3,51231.97,8.52,28.86,375,25626.72,627,899.8,910.74,2495.42,557.58,0.48
05/12/2023,49,11.28,1.34,1.55,4.54,51428.97,8.35,28.83,666.67,20932.07,628,901.2,906.63,2525.63,558.68,0.42
06/12/2023,49.64,10.82,1.36,1.65,3.72,51318.72,7.6,28.76,1208.33,20986.27,631,892.54,897.98,2474.66,561.92,0.58
07/12/2023,49.68,11.16,1.38,1.72,3.82,51376.88,7.58,28.75,1333.33,25885.11,631,897.81,896.01,2530.41,561.38,0.83
08/12/2023,47.4,10.06,1.31,1.62,4.18,51333.25,7.53,28.57,1250,29157.52,628,891.37,893.67,2568.04,558.48,0.19
09/12/2023,45.88,10.3,1.31,1.74,3.44,51456.15,7.35,28.44,1000,23777.06,632,894.4,887.43,2546.06,556.16,0.58
10/12/2023,46.47,9.91,1.21,1.72,3.9,51483.06,7.86,28.4,916.67,19610.15,621,885.42,891.8,2578.09,552.48,0.96
11/12/2023,57.2,6.49,1.54,0.77,2.84,50899.31,8.08,28.07,583.33,26910.46,613,880.56,892.2,2576.06,545.44,0.51
12/12/2023,53.86,7.61,1.01,0.67,4.34,50479.57,7.9,28.1,708.33,23335.69,615,883.23,887.32,2525.05,547.2,0.8
13/12/2023,48.78,9.74,1.22,1.46,4.4,50538.54,7.8,28.12,666.67,26384.48,616,887.03,894.22,2554.01,548.08,0.26
14/12/2023,53.62,10.86,1.33,1.66,3.86,50421.81,7.94,27.75,583.33,23484.38,606,887.41,893.15,2531.1,539.78,0.48
15/12/2023,48.04,9.59,1.18,1.38,4.36,50338.11,7.96,27.77,583.33,31198.17,606,884.99,888.2,2520.11,539.98,0.64
16/12/2023,47.97,9.71,1.13,1.38,3.3,50460.45,8.81,27.91,1083.33,25813.98,603,890.56,889.93,2486.61,537.56,0.42
17/12/2023,49.81,9.51,1.06,1.33,4.4,50455.5,8.45,28.01,916.67,25438.81,609,890.64,895.55,2464.45,542.12,0.35
18/12/2023,49.74,9.26,1.07,1.36,3.12,49810.43,8.45,28.14,928.92,22674.23,603,885.56,900.25,2536.79,537.08,0.48
19/12/2023,50.35,9.77,1.1,1.34,3.76,50358.21,8.73,28.19,1333.33,24597.2,611,881.96,897.34,2560.79,543.78,0.21
20/12/2023,50.11,9.71,1.11,1.35,3.1,50314.27,8.44,28.23,1791.67,25554.76,612,879.84,899.48,2541.86,546.16,0.58
21/12/2023,47.74,10.31,1.17,1.21,2.82,50321.21,8.38,28.33,1878.91,24180.04,615,878.41,898.87,2528.36,547.2,
22/12/2023,47.21,9.87,1.16,1.1,4.02,50465.73,8.49,28.29,2041.67,26652.86,609,880.38,902.16,2556.03,542.28,0.26
23/12/2023,49.76,10.71,1.22,1.08,3.36,50436.53,8.45,28.36,2045.93,24286.59,609,879.83,896.37,2543.13,541.96,0.26
24/12/2023,50.1,10.11,1.23,1.04,3.68,50215.79,8.27,28.28,2333.33,28400.1,610,876.16,901.43,2531.97,543.32,0.51
25/12/2023,48.86,10.63,1.3,1.05,3.52,50127.23,8.26,28.27,1958.33,23984.54,609,881.03,900.81,2524.4,542.92,0.32
26/12/2023,49.71,10.71,1.24,1.05,3.32,50196.76,8.15,28.39,1795.41,22905.89,612,887.24,896.3,2510.14,544.72,
27/12/2023,50.01,10.22,1.26,1.03,3.18,50513.22,8.09,28.5,1625,24668.56,617,891.45,897.67,2518.39,548.38,0.48
28/12/2023,53.74,11.23,1.37,1.07,3.48,50315.49,8.02,28.4,1752.43,25088.07,613,903.63,898.7,2531.47,545.94,0.51
29/12/2023,48.79,10.31,1.26,0.94,3.36,50299.4,8.26,28.55,1672.47,28144.06,614,901.59,894.96,2528.52,546.78,0.7
30/12/2023,51.06,10.87,1.29,1.06,3.1,50402.34,8.05,28.6,1458.33,20103.69,618,903.69,894.3,2490.54,550.48,0.48
31/12/2023,49.15,10.42,1.26,0.97,3.18,50304.54,8.36,28.48,1333.33,20766.75,605,907.01,897.92,2522.88,538.4,0.64
01/01/2024,50.91,10.68,1.23,1,3.02,50321.9,8.4,28.72,1000,27133.17,619,913.86,886.37,2480.65,550.52,0.7
