Día,Zn,Fe,Cu,Pb,Ins.,Flujo de aire al Tostador,Humedad conc,Conc. humedo alimentado (ton/hr),Agua alim. al Tostador (Lts/hr),Oxigeno consumido (m3),Concentrado Tostado,Temp. Garganta,Prom. Cama Tostador,Presion caja de viento,Produccion de calcina,%S/S
21/11/2018,49.76,8.9,1.33,0.89,3.42,48320.96,9.33,30.67,0,25560.6,631,929.16,899.6,1739.01,576.46,0.24
22/11/2018,50.87,8.61,1.26,0.86,3.22,48769.73,9.55,30.46,83.33,25636,625,932.27,902.04,1746.31,571.18,0.22
23/11/2018,52.78,9.43,1.39,1.02,3.3,48589.11,9.53,30.26,625,25711.4,620,933.25,906.44,1744.45,566.78,0.19
24/11/2018,50.83,9.01,1.35,0.99,3.42,48539.92,9.55,30.08,1041.67,25862.2,616,920.87,910.3,1734.7,563.26,0.35
25/11/2018,52.14,8.86,1.09,1,2.82,48742.55,9.64,30.11,1000,25862.2,616,920.5,910.33,1746.02,563.26,0.16
26/11/2018,50.3,9.26,1.14,0.82,2.94,47433.44,9.73,30.21,948.96,25409.8,596,906.65,904.73,1690.75,545.66,0.27
27/11/2018,50.66,9.32,1.18,0.87,2.82,48996.65,9.49,30.3,791.67,22016.8,622,906.13,906.28,1728.05,568.54,0.21
28/11/2018,52.17,8.59,1.1,0.71,2.76,48953.32,9.66,30.47,958.33,21262.8,624,915.76,905.73,1653.92,570.3,0.29
29/11/2018,52.72,8.09,0.99,0.74,3.16,48992.43,9.59,30.39,958.33,19754.8,623,926.45,906.09,1655.79,569.42,0.32
30/11/2018,50.93,8.84,1.03,0.78,3.08,48974.66,9.65,30.39,1500,21112,650,929.42,908.8,1622.56,593.18,0.33
01/12/2018,50.06,8.94,1.09,0.89,3.58,48981.25,9.61,30.23,1750,21036.6,619,933.29,909.15,1583.52,565.9,0.32
02/12/2018,51.6,8.7,1,0.88,3.24,48993.73,9.5,30.15,2083.33,21338.2,618,936.62,911.39,1632.95,565.02,0.25
03/12/2018,50.26,8.82,1.07,0.81,3.28,48914.5,9.5,30.37,1791.67,18473,623,939.55,905.72,1702.38,569.42,0.19
04/12/2018,51.21,8.61,1.17,0.71,2.78,48883.42,9.68,30.36,1375,16512.6,621,932.48,907.65,1721.92,567.66,0.22
05/12/2018,51.51,8.41,1.16,0.67,2.68,48988.86,9.59,30.45,1416.67,18548.4,624,926.46,907.84,1743.26,570.3,0.22
06/12/2018,51.11,8.82,1.23,0.63,2.64,49000.86,9.73,30.44,1458.33,19076.2,623,914.98,907.24,1756.03,569.42,0.16
07/12/2018,50.45,9.04,1.22,0.88,2.62,49021.2,9.61,30.29,2000,18925.4,620,898.48,909.75,1748.02,566.78,0.22
08/12/2018,51.14,8.7,1.35,1.1,2.32,48779.21,9.63,30.32,2000,19000.8,621,906.59,908.9,1751.58,567.66,0.19
09/12/2018,50.95,8.57,1.23,0.89,2.52,49004.62,9.64,30.44,1625,19000.8,623,906.36,906.54,1770.58,569.42,0.24
10/12/2018,51.42,8.45,1.19,1.24,2.52,47366.81,9.64,30.43,1510.79,19076.2,600,897.97,902.57,1718.08,549.18,0.19
11/12/2018,51.11,9.08,1.34,1.2,2.62,48923.52,9.53,30.6,1708.33,18925.4,628,902.94,907.52,1745.26,573.82,0.32
12/12/2018,52,9.31,1.36,0.81,2.8,48413.85,9.37,30.61,1375,19076.2,629,912.53,907.59,1756.82,574.7,0.28
13/12/2018,52.02,9.18,1.32,0.94,2.8,48430.17,9.45,30.51,1708.33,18925.4,626,911.79,907.98,1759.02,572.06,0.25
14/12/2018,52.39,9,1.34,0.88,2.92,48772.11,9.5,30.57,2208.33,19000.8,627,905.74,908.47,1752.26,572.94,0.4
15/12/2018,50.69,9.23,1.23,0.98,2.8,48379.68,9.09,30.37,1875,19000.8,626,906.89,912.38,1755.85,572.06,0.28
16/12/2018,50.22,9.08,1.23,1.09,2.74,48387.82,9.47,30.35,2166.67,19000.8,623,903.7,911.85,1791.1,569.42,0.32
17/12/2018,50.27,9.49,1.29,1.01,2.6,48147.46,9.34,30.25,2083.33,18925.4,622,901.54,913.13,1811.18,568.54,0.29
18/12/2018,51.27,9.63,1.44,1.03,2.8,46823.09,9.45,30.41,1629.53,17568.2,622,908.5,911.56,1895.39,568.54,0.35
19/12/2018,51.42,9.29,1.4,0.96,2.64,46510.6,9.51,30.47,1508.38,17945.2,621,905.88,908.19,1890.33,567.66,0.35
20/12/2018,50.67,9.29,1.47,0.77,2.88,50325.95,9.5,30.67,916.67,14552.2,634,927.9,906.57,1910.76,579.1,0.48
21/12/2018,50.89,9.27,1.36,0.87,2.2,50095.29,9.36,30.61,1291.67,17040.4,634,932.41,906.89,1914.08,579.1,0.38
22/12/2018,51.77,9.57,1.28,0.86,2.68,50090.27,9.54,30.61,1750,21262.8,633,927.69,908.28,1926.45,578.22,0.35
23/12/2018,51.54,8.95,1.28,0.66,2.81,49673.17,9.63,30.72,1416.67,22770.8,635,934.6,905.58,1939.58,579.98,0.32
24/12/2018,51.34,8.76,1.19,0.85,2.52,49557.14,9.33,30.66,1291.67,22620,635,929.71,907.96,1940.49,579.98,0.35
25/12/2018,51.59,8.94,1.17,0.73,2.8,49351.78,9.48,30.75,1208.33,22620,636,937.45,901.37,1945.81,580.86,0.44
26/12/2018,50.91,8.73,1.11,0.77,2.8,49692.93,9.49,30.69,916.67,22695.4,635,938.81,903.31,1981.94,579.98,0.51
27/12/2018,52.21,8.3,1,0.77,2.66,49164.65,9.42,30.66,1541.67,24806.6,635,945.29,901,1965.05,579.98,0.29
28/12/2018,52.74,8.37,1,0.71,2.48,49680.55,9.57,30.4,1625,25636,628,944.35,901.08,1960.94,573.82,0.25
29/12/2018,51.46,8.59,1.07,0.86,3.18,49630.33,9.45,30.63,1791.67,25560.6,634,925.8,905.41,1946,579.1,0.29
30/12/2018,50.13,8.87,1.26,0.8,3.4,49677.45,9.61,30.56,2000,25786.8,631,921.97,907.13,1941.89,576.46,0.36
31/12/2018,50.36,8.67,1.18,1.01,3.38,49396.98,9.39,30.44,1916.67,25862.2,649,924.4,905.4,1956.7,592.3,0.28
01/01/2019,50.11,8.77,1.32,0.81,3.28,49692.76,9.64,30.74,1625,23977.2,635,932.06,901.83,1946.35,579.98,0.29
02/01/2019,50.79,8.61,1.23,1.12,3.54,46491.82,9.7,30.33,1642.65,25937.6,602,916.2,905.8,1819.91,550.94,0.32
03/01/2019,50.43,8.7,1.22,0.69,3.42,49862.7,9.53,30.23,1801.68,25560.6,621,925.14,908.09,1931.8,567.66,0.3
04/01/2019,50.95,8.68,1.22,0.69,3.38,49708.37,9.71,30.22,1708.33,25560.6,623,921.05,906.73,1921.37,569.42,0.21
05/01/2019,55.89,9.26,1.22,0.94,3.11,49865.24,9.53,30.15,2002.78,25937.6,622,929.87,904.72,1889.39,573.86,0.19
06/01/2019,51.37,8.29,1.14,1.04,3.7,50015.96,9.69,30.17,2000,25711.4,622,913.92,907.81,1898.7,573.86,0.19
07/01/2019,50.77,7.79,1.3,1.33,4.22,50043.06,9.38,30.24,1958.33,25485.2,626,911.16,907.22,1921.11,577.38,0.16
08/01/2019,50.69,8.24,1.18,0.88,3.68,49994,9.62,30.24,1543.81,25862.2,623,911.68,906.43,1953.31,574.74,0.25
09/01/2019,51.43,8.1,1.18,0.82,3.52,49998.63,9.5,30.26,1250,25711.4,625,916.57,905.28,1963.16,576.5,0.25
10/01/2019,50.54,8.18,1.26,0.76,3.54,49999.13,9.64,30.27,1500,25711.4,624,912.33,902.69,1971.82,575.62,0.29
11/01/2019,49.74,8.98,1.28,0.75,3.44,49996.3,9.67,30.26,1754.87,25636,627,904.76,900.3,1967.61,573.07,0.23
12/01/2019,50.35,9.1,1.27,0.78,3.56,49998.76,9.63,30.16,1833.33,25636,627,919.38,899.73,1962.58,573.07,0.29
13/01/2019,49.77,9,1.28,0.8,3.6,49998.87,9.67,30.27,1750,25786.8,629,921.4,897.76,1970.73,574.83,0.2
14/01/2019,49.74,8.61,1.22,0.78,3.42,45660.66,9.57,29.64,1962.42,25937.6,615,902.74,902.08,1836.25,562.51,0.38
15/01/2019,49.39,8.75,1.2,0.83,3.68,47826.44,9.64,29.51,2208.33,25711.4,617,904.97,903.27,1816.01,564.27,0.35
16/01/2019,50.1,8.56,1.2,0.8,3.52,48106.99,9.64,29.56,2250,25636,615,908.22,904.74,1833.03,566.1,0.4
17/01/2019,50.51,8.52,1.12,0.77,3.44,48025.3,9.68,29.43,2125,23751,612,910.25,905.85,1847.37,563.46,0.37
18/01/2019,50.93,10.71,1.14,0.71,3.86,47194.22,9.68,29.7,2291.67,25786.8,618,907.4,907.83,1850.09,568.74,0.41
19/01/2019,50.75,8.52,1.14,0.84,3.44,46161.06,9.67,30.29,2089.14,25937.6,628,926.4,897.31,1986.68,577.54,0.38
20/01/2019,51.16,7.49,0.95,0.8,3.28,50001.64,9.68,30.38,1916.67,25485.2,632,927,898.47,2003.36,581.06,0.35
21/01/2019,50.8,8.57,1.08,0.89,3.38,49956.02,9.67,30.59,2083.33,25711.4,637,927.99,900.73,1995.19,585.46,0.4
22/01/2019,51.05,8.66,1.04,1.02,3.36,49888.7,9.6,30.47,2291.67,25711.4,635,927.44,902.56,2001.65,583.7,0.3
23/01/2019,49.73,8.39,1.02,0.94,3.02,50021,9.65,30.55,2083.33,25786.8,636,925.45,900.41,2009.72,584.58,
24/01/2019,50.27,8.38,0.99,0.97,4.04,49975.11,9.5,30.42,2041.67,25711.4,634,931.04,899.11,2018.18,582.82,0.3
25/01/2019,50.62,8.52,0.92,0.88,2.88,49877.45,9.71,30.59,2125,25711.4,633,928.4,899.41,2015.97,581.94,0.38
26/01/2019,50.74,8.68,0.95,0.84,2.94,49937.44,9.63,30.63,2166.67,25560.6,634,920.51,904.42,2042.75,582.82,0.32
27/01/2019,51.9,8.7,0.92,0.85,2.86,49984.44,9.65,30.64,1918,25862.2,633,924.55,903.02,2053.6,581.94,0.35
28/01/2019,51.56,8.51,0.91,0.81,2.7,48773.27,9.57,30.29,1918,25636,627,925.91,903.4,1987.97,576.66,0.32
29/01/2019,50.79,7.73,0.95,0.86,2.58,46114.12,9.58,30.28,1500,25711.4,627,931.45,899.03,2074.08,576.66,0.35
30/01/2019,50.29,8.29,0.98,0.73,2.94,50059.6,9.67,30.62,1708.33,25636,634,930.9,900.28,2112.82,582.82,0.22
31/01/2019,51.99,8.24,0.96,0.77,2.64,50010.76,9.58,30.72,1916.67,25636,648,926.65,904.05,2115.42,592.48,0.22
01/02/2019,52.16,8.32,0.97,0.76,2.48,50002.74,9.69,30.61,1958.33,25560.6,654,929.09,903.82,2122.26,588.1,0.24
02/02/2019,51.18,8.61,1.04,0.77,2.64,50042.59,9.6,30.62,2126.48,25937.6,646,916.99,905.16,2119.97,590.11,0.38
03/02/2019,51.6,8.48,1.07,1.02,2.42,49626.63,9.63,30.37,2041.67,25636,643,911.54,904.05,2134.68,584.84,0.29
04/02/2019,51.83,8.51,1.08,0.81,2.66,50150.08,9.61,30.66,1750,25636,650,922.04,903.53,2138.64,590.74,0.22
05/02/2019,0,0,0,0,0,50081,9.58,30.63,2083.33,25937.6,647,916.52,901.25,2131.06,590.59,0.33
06/02/2019,51.16,8.75,1.07,0.85,3.84,49205.87,9.49,29.88,2041.67,25636,631,901.16,902.43,2119.66,576.51,0.28
07/02/2019,51.11,8.32,1.03,0.92,2.68,50065.91,9.63,30.22,1333.33,21715.2,634,918.97,902.27,2161.18,582.9,0.29
08/02/2019,51.12,9.11,1.09,1.11,2.7,49798.6,9.68,30.39,666.67,25636,637,928.12,900.53,2165.89,586.25,0.22
09/02/2019,51.21,8.93,1.13,0.92,2.44,50025.61,9.63,30.29,1083.33,25862.2,635,921.96,900.67,2169.14,584.49,0.27
10/02/2019,52.32,8.61,0.98,0.97,2.74,49995.89,9.52,30.34,333.33,25711.4,637,916.1,897.12,2174.53,586.25,0.22
11/02/2019,51.96,8.81,1.07,1.01,2.74,50023.04,9.54,30.37,625,23600.2,637,928.57,896.43,2163.15,586.36,0.26
12/02/2019,52.32,8.61,0.98,0.97,2.58,48145,9.34,29.75,989.51,25560.6,575,911.82,882.7,1929.82,535.14,0.33
13/02/2019,50.79,8.76,1.01,0.96,2.78,49967.35,9.44,30.23,1169.92,25636,630,905.22,893.57,2279.9,583.54,0.35
14/02/2019,51.82,8.51,0.98,0.12,2.92,49903.2,9.58,30.29,1000,26013,631,913.29,894.36,2295.02,585.09,0.32
15/02/2019,52.2,8.49,0.98,0.99,3.18,49303.86,9.51,30.23,750,25485.2,631,916.27,898.19,2227.49,584.79,0.29
16/02/2019,52.33,7.79,0.95,1.12,2.26,48114.14,9.43,30.1,1592.18,25636,625,921.84,903.99,2205.66,579.52,0.44
17/02/2019,0,0,0,0,0,51005.14,9.41,30.35,1208.33,25786.8,634,930.54,904.39,2383.27,587.47,0.51
18/02/2019,51.94,6.74,1.02,1.09,2.88,50685.22,9.43,30.21,1291.67,25560.6,631,922.54,900.16,2380.01,584.83,0.42
19/02/2019,51.72,8.38,1.02,1.11,3.06,50277.74,9.4,30.15,1333.33,25937.6,629,922.39,901.25,2351.38,583.86,0.32
20/02/2019,51.8,8.55,0.38,0.94,2.76,50532.58,9.5,30.14,1083.33,25560.6,628,934.34,902.86,2381.67,582.42,0.38
21/02/2019,51.47,8.73,1.02,1.07,2.88,50968.57,9.53,30.15,416.67,25862.2,628,936.7,900.94,2410.73,582.42,0.35
22/02/2019,51.92,8.23,1.02,1.12,2.94,51364.81,9.52,30.2,208.33,25711.4,630,935.8,901.51,2411.18,583.47,0.38
23/02/2019,51.58,8.73,1,1,2.98,50549.93,9.48,30.15,583.33,25862.2,630,942.08,898.96,2347.34,583.32,0.38
24/02/2019,0,0,0,0,0,50747.17,9.48,30.16,334.26,25786.8,628,947.18,889.5,2340.37,581.56,0.58
25/02/2019,51.24,9.12,1.07,0.93,2.4,50029.39,9.81,30.17,416.67,25636,627,959.11,899.5,2282.61,581.71,0.42
26/02/2019,53.73,8.11,1.19,1.75,1.9,50065.36,9.58,30.06,1625,25409.8,626,931.8,901.36,2286.6,580.32,0.35
27/02/2019,51.31,8.38,1.02,1.05,2.86,50096.13,9.62,29.97,1000,25786.8,625,929.99,898.28,2295.29,579.08,0.33
28/02/2019,50.88,8.74,0.97,1.03,2.7,50025.12,9.66,30.02,1458.33,25711.4,645,929.51,900.04,2334.83,590.99,0.31
01/03/2019,50.56,8.85,1.03,0.93,2.04,46512.2,9.66,29.74,1258.74,12667.2,365,840.89,904.95,1668.2,344.59,0.36
02/03/2019,51.57,8.76,0.99,1.07,2.62,50393.15,9.68,30,1254.36,25786.8,622,924.7,899.26,2261.57,577,0.3
03/03/2019,51.19,8.7,1.02,1.11,2.72,50296,9.58,30.08,1041.67,25485.2,627,939.02,901.57,2320.35,581.04,0.29
04/03/2019,50.94,8.78,0.98,1.2,2.68,51334.92,9.63,30.19,208.33,25636,629,953.75,897.3,2333.97,582.95,0.3
05/03/2019,51.03,9,0.98,1.17,2.66,49150.72,9.69,28.73,625,25862.2,597,938.84,896.27,2176.05,554.38,0.22
06/03/2019,50.88,9.02,0.96,1.14,2.84,48540.61,9.37,28.79,166.67,24580.4,601,922.66,899.78,2142.34,557.9,0.29
07/03/2019,51.26,8.66,0.99,1.33,2.68,50019.15,9.68,30.13,416.67,25711.4,628,903.02,901.22,2266.11,581.64,0.33
08/03/2019,51.85,8.53,0.96,1.41,2.5,50275.8,9.68,30.13,458.33,25786.8,628,899.34,901.17,2292.91,581.64,0.44
09/03/2019,51.33,8.72,0.99,1.25,2.7,50314.49,9.65,30.14,541.67,25786.8,627,898.76,900.03,2324.31,581.85,0.4
10/03/2019,51.41,8.81,0.97,1.24,2.8,50057.79,9.57,30.12,625,25711.4,633,899.73,899.52,2329.78,581.57,0.44
11/03/2019,51.53,9.11,1,1.07,3,50486.91,9.68,30.18,541.67,25711.4,633,907.68,899.81,2363.5,581.57,0.34
12/03/2019,49.9,9.2,1.11,0.94,2.8,50328.73,9.36,30.15,916.67,25636,635,909.99,894.92,2369.9,583.1,0.54
13/03/2019,50.25,9.01,1.12,1.02,2.98,50727.81,9.58,30.1,500,25862.2,632,917.52,894.28,2427.87,580.46,0.39
14/03/2019,50.9,9.04,1.06,0.95,2.8,50663.85,9.69,30.17,0,25636,633,902.83,875.86,2366.4,581.29,0.41
15/03/2019,50.34,9.49,1.02,0.97,2.68,50941.01,9.61,30.18,0,25636,634,901.38,863.25,2286.31,581.76,0.43
16/03/2019,50.26,9.48,1.1,1.02,2.96,50543.76,9.59,29.87,0,25862.2,628,894.04,855.44,2195,576.48,0.73
17/03/2019,51.26,9.53,1.09,0.98,2.8,46306.63,9.25,30.06,0,17191.2,405,875.94,852.32,2070.58,368.4,0.59
18/03/2019,0,0,0,0,0,,,,0,0,0,,,,0,0.06
19/03/2019,0,0,0,0,0,,,,0,0,0,,,,0,0.36
20/03/2019,0,0,0,0,0,,,,0,0,0,,,,0,0.54
21/03/2019,0,0,0,0,0,,,,0,0,0,,,,0,0.42
22/03/2019,0,0,0,0,0,45705.07,9.73,29.41,0,8821.8,250,876.57,893.12,1781.72,220,0.59
23/03/2019,50.1,9.23,1.25,0.98,3.12,50712.24,9.4,29.89,0,26013,652,863.66,881.77,1851.16,573.76,0.25
24/03/2019,50.39,9.19,1.22,0.97,3.14,49504.09,9.35,30.27,0,24580.4,662,865.32,889.22,1865.64,582.56,0.25
25/03/2019,49.63,9.04,1.18,0.81,3.04,50083.13,9.78,30.37,0,25711.4,640,902.03,891.98,1867.17,584.25,0.25
26/03/2019,50.05,8.84,1.11,0.98,2.96,50547.97,9.37,30.85,125,25711.4,653,929.33,874.67,1818.21,595.69,0.32
27/03/2019,50.68,9.17,1.18,1,2.86,50127.42,9.39,30.73,0,25862.2,647,912.55,898.49,1866.38,593.81,0.32
28/03/2019,49.85,9.2,1.13,1.05,2.9,50008.19,9.58,30.7,0,25560.6,647,907.72,900.46,1874.46,591.57,0.19
29/03/2019,51.36,8.62,1.14,0.95,2.9,50709.01,9.43,30.52,250,25786.8,645,919.76,900.11,1858.33,589.81,0.16
30/03/2019,50.54,9.17,1.27,1.05,2.96,50142.71,9.33,30.77,916.67,25485.2,650,918.04,900.44,1855.18,595.5,0.22
31/03/2019,50.64,9.05,1.25,1.02,2.98,50736.31,9.51,30.89,708.33,25937.6,659,920.25,899.81,1821.29,604.56,0.16
01/04/2019,50.53,8.96,1.16,1.07,3.08,48482.3,9.33,30.46,971.83,25711.4,634,905.78,901.42,1789.16,580.8,0.14
02/04/2019,50,9.1,1.15,1.12,3.18,47998.07,9.4,30.67,668.52,25636,646,910.65,899.51,1794.46,591.36,0.16
03/04/2019,50.77,8.88,1.11,0.92,3.04,49314.31,9.62,30.96,458.33,25862.2,653,932.27,899.96,1831.63,596.92,
04/04/2019,49.39,8.99,1.13,0.98,3.1,50134.89,9.45,30.8,632.91,25711.4,641,926.67,894.98,1784.66,587.24,0.22
05/04/2019,50.09,9.18,1.18,1.06,2.87,50109.84,9.47,30.62,1333.33,24354.2,647,917.98,897.21,1774.49,591.05,0.19
06/04/2019,49.7,8.37,1.14,1.18,3.32,49699.19,9.56,32.25,1695.65,24580.4,649,931.85,898.82,1797.18,594.05,0.19
07/04/2019,51.15,7.89,1.1,1.09,3.34,50499.63,9.54,29.64,875,25862.2,624,917.31,898.31,1810.99,571.75,0.17
08/04/2019,50.49,7.97,1.12,1.14,3,50152.96,9.32,30.72,250,25636,650,903.97,899.42,1853.14,594.63,0.19
09/04/2019,50.29,8.14,1.07,1.12,3.08,49939.59,9.43,30.84,291.67,25786.8,650,898.73,902.2,1879.5,595.35,0.29
10/04/2019,50.39,8.44,1.06,0.96,2.82,49643.51,9.58,30.8,916.67,25636,649,927.56,899.03,1819.45,593.81,0.25
11/04/2019,51.46,8.44,1.06,0.92,3.18,50398.3,9.46,30.8,1375,25711.4,650,927.7,900.69,1823.21,594.69,0.2
12/04/2019,52.77,8.44,1.02,0.92,3.04,50718.64,9.51,30.89,1166.67,25711.4,652,938.75,898.78,1833.1,596.03,0.28
13/04/2019,50.88,8.48,1.02,1.01,3.02,50382.89,9.51,30.75,1166.67,25711.4,649,933.77,899.83,1835.24,593.21,0.27
14/04/2019,51.51,8.33,1.18,1,3.2,50186.73,9.43,30.86,583.33,25786.8,652,905.12,899.71,1879.34,595.85,0.26
15/04/2019,51.28,7.96,1.2,1.23,3.6,50368.04,9.42,30.76,625,25862.2,648,878.22,902.34,1925.91,594.26,0.29
16/04/2019,51.71,8.81,1.21,1.04,3.06,50233.85,9.48,30.83,916.67,25560.6,650,913.44,900.66,1930.21,595.44,0.27
17/04/2019,50.76,8.88,1.15,1.06,2.96,50005.53,9.58,30.81,1125,25711.4,648,918.66,899.86,1923.12,594.06,0.29
18/04/2019,51.15,9.16,1.34,0.98,2.98,50612.36,9.57,30.94,500,25786.8,651,896.41,900.99,1962.39,596.5,0.22
19/04/2019,51.53,8.97,1.28,0.99,2.98,50528.48,9.56,30.54,166.67,25711.4,643,886.37,901.16,1956.39,589.46,0.22
20/04/2019,51.26,8.46,1.36,1.01,2.86,49901.71,9.38,30.44,583.33,25786.8,642,859.26,901.74,1938.16,588.76,0.13
21/04/2019,51.71,8.84,1.32,1.11,2.88,47207.11,9.53,29.12,500,25711.4,613,855.59,899.03,1918.91,561.91,0.32
22/04/2019,51.14,8.87,1.19,1,2.84,49548.14,9.59,29.69,0,25711.4,623,845.05,900.78,1947.73,570.71,0.3
23/04/2019,50.76,8.89,1.29,1.06,2.94,49835.13,9.53,30.42,250,25711.4,640,866.43,901.04,1937.97,586.94,0.25
24/04/2019,50.14,9.28,1.18,1.02,3.1,50037.81,9.44,30.7,541.67,25786.8,647,886.28,901.04,1943.91,593.1,0.17
25/04/2019,50.28,9.45,1.19,1,3,50028.81,9.44,30.34,41.67,24505,639,861.82,898.33,1968.8,585.91,0.14
26/04/2019,50.56,9.43,1.22,0.96,2.76,49733.38,9.4,30.46,0,25560.6,642,865.53,894.77,1970.36,588.41,0.21
27/04/2019,50.3,9.29,1.1,0.92,3.26,49822.77,9.43,30.44,0,26088.4,640,876.09,887.49,1954.8,586.97,0.35
28/04/2019,50.4,9.49,1.14,0.96,3.62,49718.02,9.58,30.47,0,25334.4,641,884.25,891.61,1967.72,587.59,0.3
29/04/2019,50.48,10.09,1.17,0.91,3.18,49647.46,9.37,30.46,0,25937.6,643,881.92,889.46,1976.99,589.35,0.37
30/04/2019,50.48,9.77,1.22,0.94,3.76,49463.91,9.58,30.71,41.67,25334.4,635,880.36,888.85,1987.73,581.91,0.22
01/05/2019,50.64,9.98,1.23,0.95,4.52,49501.5,9.42,30.74,0,26013,649,875.92,885.25,1980.67,594.17,0.35
02/05/2019,50.27,9.71,1.21,1.07,3.14,49721.52,9.35,30.58,42.02,25409.8,635,886.35,890.58,1953.67,581.83,0.29
03/05/2019,50.41,9.37,1.25,1.1,3.26,49592.76,9.62,30.68,375,25786.8,641,901.76,899.35,2014.09,587.1,0.43
04/05/2019,50.22,9.52,1.25,1.01,3.16,49830.66,9.51,30.73,250,25711.4,643,896.72,899.05,2047.7,588.86,0.41
05/05/2019,49.8,9.57,1.31,1.02,3.32,49895.18,9.44,30.7,250,25711.4,642,881.54,899.63,2102.73,588.38,0.49
06/05/2019,49.95,9,1.28,1.08,3.3,49480.1,9.45,29.56,291.67,25862.2,616,818.7,888.44,2036.73,566.92,0.38
07/05/2019,52.75,8.67,1.12,1.32,2.88,50264.1,9.26,30.64,500,25485.2,642,831.55,901.36,2062.19,588.51,0.44
08/05/2019,50.63,8.9,1.19,1.25,2.96,50325.1,9.4,30.68,166.67,25711.4,637,832.82,907.99,2113.29,584.11,0.44
09/05/2019,50.25,8.75,1.13,1.24,3.06,49995.58,9.48,30.25,416.67,26088.4,627,822.68,901.05,2086.56,575.46,0.35
10/05/2019,50.16,9.19,1.13,1.05,2.84,50506.2,9.63,30.58,1166.67,25409.8,633,910.89,898.64,2126.57,580.74,0.27
11/05/2019,49.76,8.93,1.12,1.17,2.78,50356.93,9.42,30.59,500,23524.8,634,954.36,898.28,2132.92,581.88,0.38
12/05/2019,49.55,8.98,1.12,1.05,2.64,50307.67,9.42,30.73,500,25259,637,972.89,898.67,2166.64,584.57,0.32
13/05/2019,51.34,9.28,1.12,1.07,3.04,50523.87,9.24,30.28,541.67,25786.8,629,956.78,900.79,2186.76,577.53,
14/05/2019,50,9.08,1.19,0.96,2.84,50525.43,9.41,30.68,666.67,25862.2,636,952.47,899.52,2191.38,583.74,0.35
15/05/2019,49.92,9.14,1.16,0.97,3.26,49904.65,9.56,30.74,541.67,25560.6,637,951.73,899.3,2159.52,584.62,0.44
16/05/2019,52.6,8.43,0.89,1.07,2.58,49821.26,9.48,30.71,583.33,25786.8,637,946.21,899.49,2159.8,584.58,0.34
17/05/2019,50.88,8.79,1.03,1.15,2.58,49078.18,9.56,29.3,541.67,25636,606,946.6,897.45,2174.54,557.17,0.29
18/05/2019,50.33,8.78,1.1,1.13,3.16,48097.71,9.37,30.2,1143.7,18850,593,943.94,896.05,2094.12,545.73,0.16
19/05/2019,50.12,8.77,1.08,1.15,3,50457.34,9.51,30.51,916.67,22243,633,944.07,900.37,2291.2,580.49,0.43
20/05/2019,49.82,9.04,0.98,1.08,2.62,50065.9,9.44,30.64,1041.67,24128,636,953.53,899.75,2308.51,582.86,0.35
21/05/2019,50.51,9.02,0.98,1.09,2.18,49849,9.43,30.66,1125,25937.6,637,975.18,899.21,2313.28,583.74,0.34
22/05/2019,50.43,8.83,1.22,1.18,2.58,49899.2,9.49,30.71,916.67,25560.6,636,965.08,899.67,2335.33,584.17,0.17
23/05/2019,50.76,9.19,1.23,1.15,2.64,49633.86,9.56,30.74,958.33,25786.8,637,949.26,899.86,2352.69,583.8,0.16
24/05/2019,50.24,8.78,1.21,1.21,2.42,50270.61,9.47,30.75,1041.67,25786.8,638,930.86,898.11,2403.61,584.68,0.19
25/05/2019,50.46,8.2,1.19,1.2,2.68,50645.5,9.43,30.74,791.67,25636,638,905.93,900.75,2456.3,584.78,0.13
26/05/2019,50.24,8.1,1.17,1.18,2.72,50806.97,9.42,30.73,916.67,25711.4,638,891.72,899.7,2468.39,584.62,0.03
27/05/2019,49.8,8.81,1.28,1.27,2.96,50360.37,9.49,30.56,1791.67,25786.8,634,868.24,899.74,2460.49,581.09,0.05
28/05/2019,50.73,7.95,1.2,1.11,2.8,46107.2,9.55,29.9,1552.45,20885.8,615,879.08,897.64,2353.05,564.16,0.03
29/05/2019,51.53,7.79,1.19,1.34,2.32,49254.26,9.61,29.71,1708.33,25032.8,615,879.22,897.94,2462.46,564.16,0.09
30/05/2019,51.24,7.9,1.2,1.17,2.72,49570.83,9.53,30.49,1916.67,25711.4,637,910.32,895.55,2454.2,579.03,0.21
31/05/2019,52.76,7.76,1.18,1.23,2.6,49153.99,9.6,30.39,1750,25786.8,635,930.33,895.92,2451.16,563.8,0.24
01/06/2019,51.72,7.97,1.13,1.13,2.56,49644.43,9.47,30.31,1833.33,25636,641,929.74,893.62,2488.95,569.08,0.41
02/06/2019,51.62,8.11,1.14,1.16,2.3,49526.06,9.63,30.59,1958.33,25786.8,646,922.23,892.24,2509.2,573.48,0.19
03/06/2019,52.53,8.32,1.33,1.07,3.3,49226.13,9.57,30.62,2000,25636,647,921.6,891.82,2491.85,574.36,0.21
04/06/2019,51.16,8.5,1.3,0.87,3,48839.14,9.57,30.52,1958.33,25937.6,645,914.87,898.37,2475.78,572.6,0.28
05/06/2019,50.41,8.58,1.32,0.96,3.18,48750.75,9.57,30.5,2000,25560.6,644,921.9,901.67,2491.26,571.72,0.41
